,Episode,Description,Duration,Year,Series
895,Ep 325 - The Joshua Gilliam Story,"A con artist, found beaten and near dead along the trail, offers to trade his skills as a school teacher for passage west. With Dan Duryea.",50 MINS,1960,Wagon Train
896,Ep 326 - The Maggie Hamilton Story,"A spoiled young lady decides to hide out along the trail, but is captured by outlaws - Flint to the rescue, but he may be sorry! With Leonard Nimoy.",50 MINS,1960,Wagon Train
897,Ep 327 - The Jonas Murdock Story,A mountain man gets the train in trouble when he violates a 'no hunting' order from the local Indians.,50 MINS,1960,Wagon Train
898,Ep 328 - The Amos Gibbon Story,"Captured by a band of slave traders, Flint plots his escape with fellow prisoners.",50 MINS,1960,Wagon Train
899,Ep 329 - Part 1 Trial For Murder,A friendless drunkard is the main suspect in a murder case.,50 MINS,1960,Wagon Train
900,"Ep 330 - Trial For Murder, Part 2",A friendless drunkard is set to be lynched for murder when a surprise witness steps forward.,50 MINS,1960,Wagon Train
901,Ep 331 - The Countess Barnof Story,An exotic countess urges Flint to abandon his planned route so she can make her way to Alaska - and riches!,50 MINS,1960,Wagon Train
902,Ep 332 - The Dick Jarvis Story,A young crippled boy befriended by the Major becomes jealous when an orphan joins the train.,50 MINS,1960,Wagon Train
903,Ep 333 - The Dr. Swift Cloud Story,"Native American Swift Cloud returns west, trained as a doctor - but the immigrants don't trust him, and his own people brand him a traitor!",50 MINS,1960,Wagon Train
904,Ep 334 - The Luke Grant Story,"Rescued by Mojave Indians and brought to the wagon train, a man recognizes a former lover.",50 MINS,1960,Wagon Train
905,Ep 335 - The Charlene Brenton Story,A stagecoach arrives at a frontier outpost with only two passengers - an infant girl and her dead mother.,50 MINS,1960,Wagon Train
906,Ep 336 - The Sam Livingston Story,"The Major meets a man with a pet pig, a poke full of gold, and a plan for revenge!",50 MINS,1960,Wagon Train
907,Ep 337 - The Shadrack Bennington Story,A medicine show hustler joins the wagon train - with his pet lion!,50 MINS,1960,Wagon Train
908,Ep 401 - Wagons Ho!,"Before leaving San Francisco to head east, Flint finds a book describing the adventures of an eastern 'greenhorn.' With Mickey Rooney.",50 MINS,1960,Wagon Train
909,Ep 402 - The Horace Best Story,The Major takes on a man who claims to be a distant cousin interested in working on the train. With Ken Curtis (Gunsmoke).,50 MINS,1960,Wagon Train
910,Ep 403 - The Albert Farnsworth Story,A snooty English Army doctor extols the virtues of the British Empire to anyone who will listen. With Charles Laughton.,50 MINS,1960,Wagon Train
911,Ep 404 - The Allison Justis Story,"Flint shoots a horse thief, who turns out to be a respected man and a local mayor - but suspicions arise.",50 MINS,1960,Wagon Train
912,Ep 405 - The Jose Morales Story,The train is in the sights of a Mexican bandit when an Indian attack complicates the situation. With Lee Marvin.,50 MINS,1960,Wagon Train
913,Ep 406 - The Princess Of A Lost Tribe,Flint falls into the hands of a descendant of Aztec ruler Montezuma - who plans to offer his own daughter as a sacrifice to the gods!,50 MINS,1960,Wagon Train
914,Ep 407 - The Cathy Eckhart Story,Major Adams takes on the mystery of why wagon trains never make it over a certain mountain pass.,50 MINS,1960,Wagon Train
915,Ep 408 - The Bleymier Story,"Flint leads a group of Dakota settlers when torrential rains begin to scare the travelers. With Dan Duryea, James Drury (The Virginian).",50 MINS,1960,Wagon Train
916,Ep 409 - The Colter Craven Story,"A former Army doctor is unable to practice - the Major tells him a story that sets him straight. A legendary episode, directed by John Ford and featuring John Wayne, Ken Curtis, John Carradine.",50 MINS,1960,Wagon Train
917,Ep 410 - The Jane Hawkins Story,"A gunshot-wounded girl is saved by Flint, who investigates why a local tyrant wants her dead.",50 MINS,1960,Wagon Train
918,Ep 411 - The Candy O'Hara Story,A widower and his young son join the train looking for a new wife/mother - but the woman they pick isn't exactly their type!,50 MINS,1960,Wagon Train
919,Ep 412 - The River Crossing,The wagon train finds itself stranded next to an impossible-to-cross river - while Indians threaten to attack!,50 MINS,1960,Wagon Train
920,Ep 413 - The Roger Bigelow Story,A young preacher carries his new wife and life savings west to start a church when he befriends a known criminal.,50 MINS,1960,Wagon Train
921,Ep 414 - The Jeremy Dow Story,A drifter hired to drive a family's wagon grows restless when a young boy tells him stories of heroic father. With Leslie Nielsen.,50 MINS,1960,Wagon Train
922,Ep 415 - The Earl Packer Story,"A sheriff, framed by gamblers, enlists Flint's help to escape a bounty hunter - but is the sheriff on the level? With Ernest Borgnine.",50 MINS,1961,Wagon Train
923,Ep 416 - The Patience Miller Story,"A widowed Quaker missionary, running a school for Indian children, finds herself in the middle of a war!",50 MINS,1961,Wagon Train
924,Ep 417 - The Sam Elder Story,"A retired Army captain and a group of orphan boys joins the train - but one man, who hates the military, causes trouble.",50 MINS,1961,Wagon Train
925,Ep 418 - The Weight Of Command,A man escapes an Indian attack and appeals to the wagon train for help.,50 MINS,1961,Wagon Train
926,Ep 419 - The Prairie Story,The wives of the wagon train are being worn down by the constant rigors of the trek - and then the woman they all admire for her strength begins to crumble.,50 MINS,1961,Wagon Train
927,Ep 420 - Path Of The Serpent,A young woman heading west to see her Army sergeant father learns he is near death - she takes a special route to find him. With Jay Silverheels (The Lone Ranger).,50 MINS,1961,Wagon Train
928,Ep 421 - The Odyssey Of Flint McCullough,"Flint encounters the survivors of an Indian attack - a baby, a bunch of kids and an elderly grandfather.",50 MINS,1961,Wagon Train
929,Ep 422 - The Beth Pearson Story,"Major Adams falls in love with a woman who strongly resembles a lost love - but the woman is convinced he loves the missing lover, not her.",50 MINS,1961,Wagon Train
930,Ep 423 - The Jed Polke Story,"A woman and her son are rescued by the wagon train - when her husband shows up later, a group of men recognize him from the Civil War and plot revenge.",50 MINS,1961,Wagon Train
931,Ep 424 - The Nancy Palmer Story,"A kind woman makes up for her husband's rude behavior - but when horses and goods are stolen, the passengers feel tricked.",50 MINS,1961,Wagon Train
932,Ep 425 - The Christopher Hale Story,Flint returns to the wagon train camp to announce that their company has appointed Jud Benedict as their new wagonmaster. This isn't good news...,50 MINS,1961,Wagon Train
933,Ep 426 - The Tiburcio Mendez Story,"Bill Hawks is leading four wagons through to California when they are abruptly stopped by Tiburcio Mendez and his band of renegades, who demand they turn back.",50 MINS,1961,Wagon Train
934,Ep 427 - The Nellie Jefferson Story,"When actress Nellie Jefferson joins the wagon train, her incessant demands for special treatment come to grate on Hale and Hawks, but Wooster is totally smitten with Nellie.",50 MINS,1961,Wagon Train
935,Ep 428 - The Saul Bevins Story,"A blind man, his sister and young son meet up with the wagon train on the trail. They are trying to find a train that will let them travel to California. Saul is a qualified doctor and has h...",50 MINS,1961,Wagon Train
936,Ep 429 - The Joe Muharich Story,"Polish immigrant Joe Muharich tries to befriend and hopefully straighten out Johnny Kamen, a brash young man who doesn't take well to anyone giving orders to him.",50 MINS,1961,Wagon Train
937,Ep 430 - The Duke Shannon Story,"With his clever tall tales, old prospector Henry Shannon talks Charlie Wooster into coming with him to search for a gold mine. When Hawks finds out about this, he rides out after the two men...",50 MINS,1961,Wagon Train
938,Ep 431 - The Will Santee Story,"The Santee family---Will, his mother, and his younger sister---join the wagon train under a false surname. They have been forced out of town after town because of a terrible thing a family member did.",50 MINS,1961,Wagon Train
939,Ep 432 - The Jim Bridger Story,An Army general announces he is taking over the wagon train and requiring all members to act as soldiers in helping him rescue a trapped cavalry garrison of 120 men who are otherwise likely ...,50 MINS,1961,Wagon Train
940,Ep 433 - The Elanor Culhane Story,"Flint goes to visit Elanor Culhane, an old flame of his who had been married to a notorious gunman.",50 MINS,1961,Wagon Train
941,Ep 434 - The Chalice,Bill Hawks helps an Italian immigrant retrieve his village's beloved chalice when it is stolen by a couple of drifters.,50 MINS,1961,Wagon Train
942,Ep 435 - The Janet Hale Story,"After losing one of her children in an accident, a woman is bitter with the wagon train and plans to turn back east, while her husband wishes to continue west.",50 MINS,1961,Wagon Train
943,Ep 436 - Wagon To Fort Anderson,"Flint comes across four survivors of an Indian massacre, the two Ellison sisters and two Carder brothers.",50 MINS,1961,Wagon Train
944,Ep 437 - The Ah Chong Story,"When Charlie Wooster's cooking goes from awful to good grief, Hale demotes him and makes his Chinese assistant the train's chief cook.",50 MINS,1961,Wagon Train
945,Ep 438 - The Don Alvarado Story,A dying Spanish nobleman asks Flint to impersonate Don Alvarado to claim the inheritance for the rest of his family.,50 MINS,1961,Wagon Train
946,Ep 501 - The Captain Dan Brady Story,"Chris Hale faces a dilemma, he must hire Capt. Dan Brady as a trail scout or lose his government mail contract, or love Flint, his right-hand man.",50 MINS,1961,Wagon Train
947,Ep 502 - The Kitty Albright Story,Kitty Allbright is a nurse who joins the wagon train. She soon becomes concerned about the people's poor sanitation habits.,50 MINS,1961,Wagon Train
948,Ep 503 - The Maud Frazer Story,Flint is scouting and meets an all female wagon train. Maud is the wagonmistress and she cannot be convinced that it isn't safe for them to cross Indian country alone. Flint tries to convinc...,50 MINS,1961,Wagon Train
949,Ep 504 - The Selena Hartnell Story,Selena Hartnell is a bounty hunter looking for a murderer on the run.,50 MINS,1961,Wagon Train
950,Ep 505 - The Clementine Jones Story,Hale rescues Clementine Jones after the citizens of Cinnebar throw her out of town as an undesirable.,50 MINS,1961,Wagon Train
951,Ep 506 - The Jenna Douglas Story,"Jenna Douglas appears to have been a victim of a scavenger attack and is adopted by the train. Shortly after she joins, other riders begin to have doubts about her story.",50 MINS,1961,Wagon Train
952,Ep 507 - The Artie Matthewson Story,"A deathbed wish, Flint's foster mother sends him to find her son Artie, who Flint has struggled to get along with. When Flint finds him, he's been questionably elected mayor.",50 MINS,1961,Wagon Train
953,Ep 509 - The Bruce Saybrook Story,"Lord Bruce Saybrook, London millionaire, takes his family out west on a hunting trip hoping to repair his relationships. They learn more about each other than expected.",50 MINS,1961,Wagon Train
954,Ep 510 - The Lizabeth Ann Calhoun Story,Lizabeth Ann Calhoun asks permission to join the train so she can avoid the advances of a young man she claims is in love with her.,50 MINS,1961,Wagon Train
955,Ep 511 - The Traitor,Flint goes undercover to infiltrate an outlaw gang.,50 MINS,1961,Wagon Train
956,Ep 512 - The Bettina May Story,Bettina May leads three generations of her family across the plains. Members of the train become concerned with her over-bearing nature towards her family.,50 MINS,1961,Wagon Train
957,Ep 513 - Clyde,"Charlie's life undergoes an epiphany when he finds an injured buffalo and the animal befriends him. He takes the buffalo, who he calls Clyde, as a pet.",50 MINS,1961,Wagon Train
958,Ep 514 - The Martin Onyx Story,A man finds a corpse that looks remarkably like himself. He takes on the persona of the dead man only to find he was a living legend of west and had made a lot of enemies along the way.,50 MINS,1962,Wagon Train
959,Ep 515 - The Dick Pederson Story,"A young man is found wounded along the trail, after claiming to have been attacked by Indians and left for dead, but perhaps there is more to his story.",50 MINS,1962,Wagon Train
960,Ep 516 - The Hobie Redman Story,"Duke is sent to guide back three wagons that fell behind the train, when he finds them however, he encounters resistance from three men with them.",50 MINS,1962,Wagon Train
961,Ep 517 - The Malachi Hobart Story,An old con man tries to fleece the wagon train by posing as a preacher.,50 MINS,1962,Wagon Train
962,Ep 518 - The Dr. Denker Story,Flint finds a young boy who witnessed the murder of his father and cannot speak.,50 MINS,1962,Wagon Train
963,Ep 520 - The Jeff Hartfield Story,Jeff Hartfield becomes concerned when his sister Jenny begins dating Dallas who threatens to put him in an orphanage at journey's end.,50 MINS,1962,Wagon Train
964,Ep 521 - The Daniel Clay Story,"A judge and his family join the wagon train. Judge Clay has a reputation for cleaning up frontier towns, but his fanatical attention doesn't always draw praise.",50 MINS,1962,Wagon Train
965,Ep 522 - The Lieutenant Burton Story,"A young lieutenant on his first assignment must face an overbearing, murderous sergeant who is determined to kill two deserters in cold blood.",50 MINS,1962,Wagon Train
